n_tasks,cache_size,median_runtime,mad_runtime,mean_runtime,sd_runtime,timestamp,renv_project
1,100,0.670588,0.0530059151999999,0.87646831,0.390611516599854,1765643365.47914,snapshot_2025_06_11
1,1000,1.342718,0.1327838799,1.67198985,0.561370056250918,1765643365.47914,snapshot_2025_06_11
1,10000,13.612297,3.4595929851,15.09402216,4.4209809670821,1765643365.47914,snapshot_2025_06_11
