n_tasks,median_runtime,mad_runtime,mean_runtime,sd_runtime,timestamp,renv_project
1,0.4685315,0.3146544219,0.59467088,0.433800973287774,1765643365.99509,snapshot_2025_06_11
10,0.808013,0.308610603,0.9994469,0.433735500590271,1765643365.99509,snapshot_2025_06_11
100,4.362602,0.223272147,4.57159444,0.719686464812483,1765643365.99509,snapshot_2025_06_11
1000,42.1814085,3.30152632739999,41.92141975,2.63110957459579,1765643365.99509,snapshot_2025_06_11
10000,449.84337,31.79524656,453.25109343,32.6766418065267,1765643365.99509,snapshot_2025_06_11
